"callsign","firstTransmissionDate","flag","geartype","id","imo","lastTransmissionDate","mmsi","msgCount","posCount","shipname","source","vesselType","years","dataset","score"
NA,"2012-06-13T10:44:20Z","ITA","drifting_longlines","7df132496-602d-33d4-27e5-60b50f9ae1ab",NA,"2022-08-15T19:00:07Z",247147180,749,88,NA,"AIS","Fishing","list(2013)","public-global-fishing-vessels:v20201001",95.701996
"IPDM","2012-09-12T04:24:01Z","ITA","drifting_longlines","b6cd9032c-cbfc-b3f9-702c-85c3403be71e",18615,"2013-12-06T18:56:09Z",247147180,430376,21707,"GIANNELLA","AIS","Fishing","list(2013)","public-global-fishing-vessels:v20201001",95.701996
"EA8363","2012-10-19T11:38:50Z","ESP","drifting_longlines","88f4bce25-537e-6292-e698-267ccd1ba432",0,"2023-11-06T08:55:00Z",224020170,3343516,167499,"GARCIA RODRIGUEZ","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-05-23T20:11:04Z","ESP","drifting_longlines","a96875dde-eb28-3173-198d-795d38adcc1f",NA,"2022-06-10T12:06:15.98Z",224020170,3276,481,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA4124","2012-11-28T16:53:37Z","ESP","drifting_longlines","fe090a354-4df8-99b5-75b1-2c92825a8eb7",0,"2023-09-15T06:55:40Z",224120840,7441566,250157,"ENRIQUE EL GATO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"EA4124","2012-11-28T16:53:37Z","ESP","drifting_longlines","fe090a354-4df8-99b5-75b1-2c92825a8eb7",0,"2023-09-15T06:55:40Z",224120840,7441566,250157,"ENRIQUE EL GATO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
NA,"2013-04-01T06:54:42Z","ESP","drifting_longlines","6e801aa24-4565-197f-8a81-88d811c1810f",NA,"2022-06-12T14:26:40.27Z",224069970,2562,534,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA6069","2013-04-22T19:17:16Z","ESP","drifting_longlines","3bc611042-2fca-e3f6-686f-01a52235b483",0,"2023-11-26T23:59:57Z",224069970,35176919,704893,"LOS MORRINAS","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-05-03T18:31:20Z","ESP","drifting_longlines","bb997b772-23c5-4390-1a22-812a2d4e1533",NA,"2022-04-25T09:39:59.89Z",224134470,3148,620,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA3840","2013-05-06T17:02:47Z","ESP","drifting_longlines","7735401ec-c1ce-7278-4f47-04f099cff045",0,"2023-11-26T23:59:49Z",224134470,10324518,374149,"NUEVO TACONEO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-03-21T18:06:10Z","ESP","drifting_longlines","a3170aafd-d25d-9278-d2a6-4029a26ebb23",NA,"2016-07-20T21:57:34Z",224148760,16375,1277,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016)","public-global-fishing-vessels:v20201001",93.01021
"EA7631","2013-05-06T16:19:09Z","ESP","drifting_longlines","242a11b2e-ef34-cb2e-3514-e16ca745aeed",0,"2017-12-28T14:50:00Z",224148760,827591,57248,"N ENCARNACION CANADA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",93.01021
"EA763","2017-12-31T22:36:16Z","ESP","drifting_longlines","0c6f89f51-1e4b-f656-f2d8-9eab95aebb0e",0,"2023-11-26T23:57:33Z",224148760,51087632,804928,"N ENCARNACION CANADA","AIS","Fishing","list(2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
NA,"2012-05-26T21:01:48Z","MAR","purse_seines","b5280cdab-bc2b-30e8-c86c-a91bd3271704",NA,"2022-10-07T11:29:50Z",242963000,367,138,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"CNA4379","2012-01-01T00:30:21Z","MAR","purse_seines","a0de30e8e-e6b9-efe1-4781-ec9a22b4e1bb",9098646,"2023-11-26T23:58:17Z",242963000,170499616,1590593,"TUNA BOAD AZROU-1","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2015-11-13T13:15:56Z","ESP","drifting_longlines","c68f695bb-bcbf-c4ba-6864-07b7caf4ade0",NA,"2022-10-14T10:32:51.82Z",224137290,50,17,NA,"AIS","Fishing","list(2015, 2016, 2017, 2018)","public-global-fishing-vessels:v20201001",95.701996
"EA8176","2013-04-09T13:36:23Z","ESP","drifting_longlines","d0d182e08-8aa0-6bb5-34a3-da5d7e708085",0,"2023-04-11T09:32:14Z",224137290,586265,47359,"ARCANGEL SAN RAFAEL","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018)","public-global-fishing-vessels:v20201001",95.701996
"EA4509","2013-05-19T11:22:27Z","ESP","drifting_longlines","6d1039056-6309-4f4f-9577-9aeda7bd21b6",0,"2023-11-26T23:59:19Z",224113720,7767646,525039,"HERMANOS CAPARROS","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-05-15T23:33:12Z","ESP","drifting_longlines","40be936ba-a707-7979-0882-2180d4c67f6c",NA,"2023-06-06T19:07:21Z",224113720,1221,301,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EABQ","2012-10-23T13:02:33Z","ESP","purse_seines","4233a3135-5536-6554-1fe4-c72a12abc171",1234567,"2020-05-21T09:39:06Z",224055440,512215,19602,"NUEVO ELORZ","AIS","Fishing","list(2013, 2017, 2018, 2019)","public-global-fishing-vessels:v20201001",95.701996
"EABQ","2020-05-22T10:13:17Z","ESP","purse_seines","b503ea027-7d48-0aea-e455-ec2b12d95f9e",9256781,"2023-07-09T07:17:07Z",224055440,1811691,88932,"NUEVO ELORZ","AIS","Fishing","list(2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"ECAF","2013-05-06T19:43:51Z","ESP","drifting_longlines","b9d522444-448f-581d-0ba0-82130afa3465",0,"2015-11-23T04:22:05Z",224066830,758257,26646,"EL VITORINO","AIS","Fishing","list(2013, 2014, 2015)","public-global-fishing-vessels:v20201001",99.78859
NA,"2013-05-13T23:06:01Z","ESP","drifting_longlines","ac7fa57ca-a0cc-71a9-b7f0-3e9ff476adb1",NA,"2019-04-01T08:36:26Z",224120870,819,131,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016)","public-global-fishing-vessels:v20201001",95.701996
"EA-7441","2013-05-27T02:36:33Z","ESP","drifting_longlines","82ba5bbcc-cdc3-5d3d-9fb0-81ff51979088",0,"2020-02-18T11:44:10Z",224120870,8360783,112209,"SIEMPRE JOANA","AIS","Fishing","list(2013, 2014, 2015, 2016)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-03-18T11:34:59Z","ESP","drifting_longlines","c83af605a-ae26-d96b-cb50-abebcc5fd517",NA,"2022-03-17T09:41:00Z",224053650,3690,198,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA4005","2013-05-27T22:57:02Z","ESP","drifting_longlines","24fc184d5-5de5-790a-d9d9-78d0542a3326",0,"2023-11-26T23:57:06Z",224053650,8713200,304363,"BELMONTE  HERNANDEZ","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"","2013-11-27T14:42:44Z","ESP","set_gillnets","c69ed9843-3dd7-8a0d-0d30-6212e0c1ce97",NA,"2014-03-11T05:38:51Z",224075650,2692,465,"224075650","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",9.49397
NA,"2013-03-18T13:51:31Z","ESP","drifting_longlines","6dbbd1548-85e7-26b4-f2a7-abe8a85eec61",NA,"2022-09-09T09:18:14.81Z",224110320,664,109,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA2705","2013-04-19T10:25:37Z","ESP","drifting_longlines","3ad2fe752-28a4-b67f-0b9d-4d76a87be498",0,"2023-04-27T07:01:42Z",224110320,909040,55240,"PEDRO Y BEATRIZ","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA6857","2013-04-17T11:25:07Z","ESP","drifting_longlines","2423836bf-f641-065c-e19e-3a118d24ee4c",0,"2015-09-30T13:07:13Z",224120390,431160,24354,"NUEVO HERMANOS RUIZ","AIS","Fishing","list(2013, 2014, 2015)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-03-18T19:17:51Z","ESP","drifting_longlines","b1cd2fab5-542b-bc8c-3354-7e03dd7ecd83",NA,"2015-08-02T14:14:01Z",224120390,1482,160,NA,"AIS","Fishing","list(2013, 2014, 2015)","public-global-fishing-vessels:v20201001",95.701996
"EA4112","2013-06-19T11:35:56Z","ESP","drifting_longlines","f5812fc4f-f419-9ce0-1611-06df3add610e",0,"2020-07-08T06:39:53Z",224099560,349998,31371,"VICENTE AGUADO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","public-global-fishing-vessels:v20201001",90.999695
NA,"2014-09-21T16:47:04Z","ESP","drifting_longlines","aa53d1979-987a-4d59-04f1-c2c14341ad1d",NA,"2022-10-24T07:45:02Z",224099560,1477,342,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",90.999695
"","2020-07-09T11:25:57Z","ESP","drifting_longlines","302fc3325-58af-1064-5372-7de324af7298",0,"2023-04-21T09:47:39Z",224099560,4368922,81964,"VICCENTE AGUADO","AIS","Fishing","list(2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",90.999695
"","2023-04-28T10:38:50Z","ESP","drifting_longlines","d3a90020e-e783-36c9-3553-e4eee6177d0a",0,"2023-11-26T23:58:29Z",224099560,19158349,191526,"MAR DE ROQUETAS","AIS","Fishing","list(2023)","public-global-fishing-vessels:v20201001",90.999695
"EFPC","2013-12-01T23:26:28Z","ESP","trawlers","f685ed3d6-6e57-f2a7-efb7-0934c6c18f35",0,"2014-10-31T16:45:22Z",224094960,57763,9564,"224094960","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",9.49397
NA,"2013-06-13T13:45:55Z","ESP","drifting_longlines","6a75b03df-fe71-20a6-60a9-ca253872396e",NA,"2022-04-09T10:21:00.47Z",224120850,4805,402,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA4198","2013-06-23T02:49:06Z","ESP","drifting_longlines","6a6333498-8c98-c4e3-9eee-0346981c3f1e",0,"2023-11-26T23:59:08Z",224120850,20660476,458659,"FLORMAR","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-05-22T11:22:45Z","ESP","drifting_longlines","3daba9e42-202c-b1d9-c02e-7901b9a15799",NA,"2022-03-14T11:49:35Z",224093790,2748,332,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
"","2013-05-27T15:37:29Z","ESP","drifting_longlines","535f4d42f-fa6f-294c-c51e-5d5595e38d6c",0,"2019-08-28T22:53:41Z",224093790,384478,45285,"PESCANXANETA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",93.01021
"266896","2019-10-11T11:13:17Z","ESP","drifting_longlines","4ce3aed72-2217-69c0-6f0a-fa79919c52df",0,"2023-11-26T23:31:10Z",224093790,3250050,131233,"PESCANXANETA","AIS","Fishing","list(2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
"EA8363","2012-10-19T11:38:50Z","ESP","drifting_longlines","88f4bce25-537e-6292-e698-267ccd1ba432",0,"2023-11-06T08:55:00Z",224020170,3343516,167499,"GARCIA RODRIGUEZ","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-05-23T20:11:04Z","ESP","drifting_longlines","a96875dde-eb28-3173-198d-795d38adcc1f",NA,"2022-06-10T12:06:15.98Z",224020170,3276,481,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"V3JB2","2013-01-23T14:02:33Z","BLZ","trawlers","d172dd2f7-7ac1-8e44-f114-3de236cc7a23",8207783,"2013-08-23T07:09:33Z",312795000,662927,15487,"SEA WAY","AIS","Fishing","list(2013)","public-global-fishing-vessels:v20201001",93.01021
"V3RS8","2016-05-14T15:52:38Z","BLZ","trawlers","74219fc81-1655-f13c-2ad0-c834f6f89e9f",8607141,"2021-09-06T09:15:26Z",312795000,44354081,699982,"GALLEON","AIS","Fishing","list(2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",93.01021
NA,"2018-03-31T09:35:17Z","BLZ","trawlers","25958b6d8-898d-7a85-32f8-959f025148a0",NA,"2020-04-25T22:45:12Z",312795000,409,341,NA,"AIS","Fishing","list(2018, 2019, 2020)","public-global-fishing-vessels:v20201001",93.01021
"EAMU","2012-10-21T19:14:13Z","ESP","drifting_longlines","37e80269d-dddb-5cb9-8564-473203369a6c",0,"2022-11-26T07:41:47Z",224100530,1642200,87959,"GABRIELA Y MARIA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",90.999695
NA,"2012-04-26T23:22:53Z","ESP","drifting_longlines","5c3c5236b-b73f-e8c0-7bd3-ad7abe94c40d",NA,"2022-11-07T14:48:06Z",224100530,1758,187,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",90.999695
"","2020-08-04T17:04:45Z","ESP","drifting_longlines","d39c2ed83-3b86-bc93-ae6a-250de91a6129",0,"2021-08-10T22:58:18Z",224100530,97977,14425,"GABRIELA Y MARIA","AIS","Fishing","list(2020, 2021)","public-global-fishing-vessels:v20201001",90.999695
"EAMU","2022-11-27T11:13:47Z","ESP","drifting_longlines","fa8c11ae3-3949-60e6-24b9-80686f962d26",930797000,"2023-11-26T11:47:20Z",224100530,275498,31473,"ZAMORA II","AIS","Fishing","list(2022, 2023)","public-global-fishing-vessels:v20201001",90.999695
"EA3112","2013-05-10T13:48:31Z","ESP","trawlers","b5d5aac44-4dad-1fd0-a41e-dc2ea79f211d",0,"2023-11-24T15:52:23Z",224040430,231511,42280,"MYRI","AIS","Fishing","list(2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
NA,"2013-06-14T21:55:31Z","ESP","trawlers","6d2ac0df9-9c19-95f0-8871-3677c639f671",NA,"2022-12-22T06:29:58Z",224040430,1129,124,NA,"AIS","Fishing","list(2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
"","2016-08-29T02:58:56Z","ESP","trawlers","edc80424e-efba-2f43-84e0-d475740c896e",0,"2018-02-17T21:33:04Z",224040430,48750,8435,"MYRI","AIS","Fishing","list(2016, 2017, 2018)","public-global-fishing-vessels:v20201001",93.01021
"EA 2871","2016-03-09T18:09:37Z","ESP","other_purse_seines","5f3337579-91af-9a68-1709-1044b09d2384",0,"2016-05-12T04:55:44Z",224041480,1152,250,"224041480","AIS","Fishing","list(2016)","public-global-fishing-vessels:v20201001",9.49397
"EA5098","2013-06-20T20:31:10Z","ESP","drifting_longlines","867540d54-4b43-57ac-eaa6-93bb1de75205",0,"2013-08-21T18:10:06Z",224020790,36470,1685,"IVAN DIEGO","AIS","Fishing","list(2013)","public-global-fishing-vessels:v20201001",93.01021
"","2013-08-22T19:19:24Z","ESP","drifting_longlines","bc427dae4-415a-8334-91d7-7044c5f7f66a",0,"2023-11-26T23:59:42Z",224020790,20988951,467622,"IVAN DIEGO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
NA,"2013-06-19T11:39:15Z","ESP","drifting_longlines","afd795ac4-45ae-7cb2-b016-c7541bb7bb2a",NA,"2023-11-25T19:02:12Z",224020790,17345,2664,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"EA7915","2013-06-26T20:48:25Z","ESP","drifting_longlines","343c70930-0d01-4bc8-99e6-54e044a8a25a",0,"2016-02-29T05:11:58Z",224143730,411897,28270,"ISLA SANANDRES","AIS","Fishing","list(2013, 2014, 2015, 2016)","public-global-fishing-vessels:v20201001",99.78859
"IZGR","2013-02-23T08:11:28Z","ITA","fishing","3e2e23203-30ad-e1ab-2774-09a3846440f1",0,"2015-12-11T07:57:12Z",247150050,87439,9475,"LINA CANNARSA MADRE","AIS","Fishing","list(2013, 2014, 2015)","public-global-fishing-vessels:v20201001",93.01021
NA,"2013-04-13T09:54:51Z","ITA","fishing","1e98be280-0bde-f5b8-d487-7a28e6f5d604",NA,"2023-03-30T08:11:32Z",247150050,274,48,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"IZGR","2016-01-26T17:47:22Z","ITA","fishing","8412250e8-8b83-e069-9d1d-1242f13b3453",0,"2023-11-25T00:00:36Z",247150050,5317917,172593,"SALVATORE RUSSO","AIS","Fishing","list(2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"IZDI","2013-06-16T05:57:43Z","ITA","fishing","6e2a02870-0f84-9b07-3db9-2cdf1c24c077",0,"2013-06-21T17:57:10Z",247140040,526,139,"247140040","AIS","Fishing","list(2013)","public-global-fishing-vessels:v20201001",9.49397
"","2012-10-31T21:45:59Z","ESP","drifting_longlines","dc74e0dee-e4de-8313-35c4-0a4ec30f2e9c",0,"2023-07-01T12:36:19Z",224052840,11439332,409714,"NVO JUAQUINA ANTONIO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
NA,"2012-06-16T11:12:05Z","ESP","drifting_longlines","6537c913b-be9f-d699-9681-915fbaf7d92f",NA,"2023-11-22T17:42:39Z",224052840,1702,210,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"","2023-07-02T14:07:34Z","ESP","drifting_longlines","6a5735eb2-2650-8204-72d4-87a9626e5eac",0,"2023-11-26T23:59:05Z",224052840,2847500,135440,"NVO JOAQUINA ANTONIO","AIS","Fishing","list(2023)","public-global-fishing-vessels:v20201001",93.01021
"CUSJ9","2013-01-14T09:02:08Z","PRT","pots_and_traps","c202631d8-80bc-0a5f-a432-67efa4ef0a5d",0,"2017-04-27T07:18:58Z",204848000,694875,42364,"CORISCO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",99.78859
NA,"2013-11-07T10:39:18Z","ITA","drifting_longlines","fcf0122f1-117a-5cc1-f0cf-1774384f19dd",NA,"2021-02-18T09:28:51Z",247305860,732,95,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",90.999695
"IIQB2","2013-05-27T09:23:11Z","ITA","drifting_longlines","abb4ec1a5-5a60-61e9-d551-cc1045eb2c16",27710,"2014-07-31T20:19:38Z",247305860,65740,4548,"MN JONATHAN","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",90.999695
"IIQB2","2015-06-19T09:40:16Z","ITA","drifting_longlines","3c590c665-5422-1a2f-00de-260adab8495a",0,"2023-11-26T23:57:50Z",247305860,10090915,402337,"JONATHAN","AIS","Fishing","list(2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",90.999695
"IIQB2","2014-08-02T16:45:38Z","ITA","drifting_longlines","f2ed32211-1288-9a69-cb67-75b71e87a765",27710,"2016-06-26T07:30:26Z",247305860,177109,12480,"","AIS","Fishing","list(2014, 2015, 2016)","public-global-fishing-vessels:v20201001",90.999695
NA,"2013-05-27T12:38:40Z","ITA","drifting_longlines","2b56a669c-c52a-efcd-3447-d005db5bc02e",NA,"2022-03-29T08:55:15Z",247302720,725,182,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"IIFM2","2013-05-29T17:41:54Z","ITA","drifting_longlines","08d8033ec-c8aa-70d8-e4b2-1f19335b3575",0,"2023-11-26T23:58:21Z",247302720,10886498,286813,"RED FISH","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EA2455","2013-09-17T14:06:53Z","ESP","trawlers","15e05f29c-c5ea-5d58-8f7c-972472cc8e25",0,"2023-11-09T15:31:54Z",224095950,270783,57147,"ES REFALAR","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"","2013-11-27T14:42:44Z","ESP","set_gillnets","c69ed9843-3dd7-8a0d-0d30-6212e0c1ce97",NA,"2014-03-11T05:38:51Z",224075650,2692,465,"224075650","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",9.49397
"EFPC","2013-12-01T23:26:28Z","ESP","trawlers","f685ed3d6-6e57-f2a7-efb7-0934c6c18f35",0,"2014-10-31T16:45:22Z",224094960,57763,9564,"224094960","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",9.49397
"IVJY","2013-08-31T07:49:10Z","ITA","fishing","c2ca6d737-7c3f-7f5a-c358-36137194fb93",0,"2021-11-12T11:55:26Z",247300940,6090485,171111,"ANNA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",93.01021
NA,"2014-12-02T19:08:18Z","ITA","fishing","c871c3290-016e-351f-1f4d-b0031025c40f",NA,"2018-01-25T23:34:38Z",247300940,547,32,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018)","public-global-fishing-vessels:v20201001",93.01021
"IJPB","2022-04-27T16:04:53Z","ITA","fishing","d814903f9-9c84-e2fa-91f0-8384957dc277",0,"2023-11-22T19:02:10Z",247300940,11945998,198007,"ANNA","AIS","Fishing","list(2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
NA,"2013-02-20T16:32:23Z","ESP","drifting_longlines","47c89d2ba-a73f-088d-0cd2-003647e6f852",NA,"2023-04-28T10:16:02Z",224031340,1733,347,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EA5637","2013-04-11T07:31:20Z","ESP","drifting_longlines","6bde0249d-d49c-84a1-65c5-dcfdf4241841",0,"2023-11-26T23:59:02Z",224031340,3175910,269233,"ANTONIO Y ANGELITA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"","2015-01-20T02:56:45Z","ESP","trawlers","9b09cf916-64bb-dba4-ad24-44b3c0590a8e",0,"2019-02-08T14:40:52Z",224055330,32941,5629,"MARISITA SEGUNDA","AIS","Fishing","list(2015, 2016, 2017, 2018, 2019)","public-global-fishing-vessels:v20201001",93.01021
"EA2759","2013-09-29T13:05:15Z","ESP","trawlers","7eb41aa9b-b722-19d5-b217-9e48854be242",0,"2023-11-24T15:41:28Z",224055330,197850,47668,"MARISITA SEGUNDA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
NA,"2013-09-17T11:28:26Z","ESP","trawlers","a0a8f7cec-c628-0622-8de0-e8a8d318c561",NA,"2023-04-11T06:26:37Z",224055330,271,45,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"","2013-07-25T11:19:40Z","ESP","trawlers","6631a4cc9-96b7-d7d8-6805-48fdd9ba4931",0,"2023-11-24T16:13:25Z",224098720,413820,93887,"PENYAL ROIG","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"ECAF","2013-05-06T19:43:51Z","ESP","drifting_longlines","b9d522444-448f-581d-0ba0-82130afa3465",0,"2015-11-23T04:22:05Z",224066830,758257,26646,"EL VITORINO","AIS","Fishing","list(2013, 2014, 2015)","public-global-fishing-vessels:v20201001",99.78859
NA,"2013-06-18T15:54:30Z","ESP","drifting_longlines","03cc9bfad-d7e7-9122-9fd2-d354ef80221b",NA,"2022-06-07T08:08:29.94Z",224208290,902,160,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA7757","2013-06-19T19:07:14Z","ESP","drifting_longlines","c2b0d9d5d-d1a8-6fec-0b13-b362c88cdbe2",0,"2023-11-26T23:59:41Z",224208290,4173391,332084,"NICOLAS Y ANA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"","2015-01-20T02:56:45Z","ESP","trawlers","9b09cf916-64bb-dba4-ad24-44b3c0590a8e",0,"2019-02-08T14:40:52Z",224055330,32941,5629,"MARISITA SEGUNDA","AIS","Fishing","list(2015, 2016, 2017, 2018, 2019)","public-global-fishing-vessels:v20201001",93.01021
